Code,p233,p254,p271,p272,p306,p313,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,pte1,pte2,pte3,pte4,pte5,pte6,pte7,pte8,pte9,pte10,pte11,pte12,pte13,pte14,pte15,pte16,pte17,pte18,pte19,pte20,pte21,pte22,pte23,pte24
D1,1,1,0,0,0,0,2615.031348,2422.066474,2671.972477,2285.209939,2066.642303,2181.089908,1956.913696,2114.16964,2342.006195,,,,,,,,,,,,,,,,,,,,,,,,0
D2,0,1,1,0,0,0,2291.983333,2002.249191,2288.107639,2147.442557,1792.284352,2061.882461,2254.931817,2113.677332,2347.371608,,,,,,,,,,,,,,,,,,,,,,,,0
D3,0,1,0,1,0,0,5821.532508,5092.613293,5048.333333,6001.681178,4925.052029,5072.625184,5993.170077,5978.93967,5277.474515,,,,,,,,,,,,,,,,,,,,,,,,0
D4,0,1,0,0,1,0,7492.191977,8029.477401,7799.097222,7738.728797,7754.633386,8228.684978,8180.662807,9582.754605,9482.943999,,,,,,,,,,,,,,,,,,,,,,,,0
D5,1,1,1,0,0,0,2184.022801,1734.279141,1722.462236,2131.658678,1543.5628,1540.019395,1977.245586,1800.942986,1689.691967,,,,,,,,,,,,,,,,,,,,,,,,0
D6,1,1,0,1,0,0,1592.406832,1584.953416,1322.842262,1516.375734,1339.680399,1148.647361,1471.151941,1573.71323,1394.202705,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,1,0,0,1,0,1571.195055,1985.884831,2007.927536,1995.36932,2137.508416,1957.102445,1942.30006,2506.052613,2385.31633,,,,,,,,,,,,,,,,,,,,,,,,0
D8,0,1,1,1,0,0,2442.869416,0,2292.088816,2206.988844,1960.914342,2146.216531,2059.723278,2392.333438,2529.034342,,,,,,,,,,,,,,,,,,,,,,,,0
D9,0,1,1,0,1,0,2512.85,2306.079365,2067.176656,1882.16334,1596.936294,1871.076154,2455.491379,2230.846563,2115.277332,,,,,,,,,,,,,,,,,,,,,,,,0
D10,0,1,0,1,1,0,4798.650794,4675.525478,4324.107692,3616.617337,3839.82786,3789.160663,4880.023313,4424.408031,4890.847885,,,,,,,,,,,,,,,,,,,,,,,,0
D11,1,1,1,1,0,0,1040.889968,1156.70418,987.2508039,861.7557656,905.9707491,895.4283324,958.6823956,1010.166221,966.3705001,,,,,,,,,,,,,,,,,,,,,,,,0
D12,1,1,1,0,1,0,1278.781646,1242.066246,996.4239482,1160.522835,996.4027822,1024.63478,1388.841435,1267.873077,1146.141381,,,,,,,,,,,,,,,,,,,,,,,,0
D13,1,1,0,1,1,0,803.6167147,743.5074627,831.3363363,783.3025946,682.3957819,786.8642982,942.2297133,895.7671283,904.5907652,,,,,,,,,,,,,,,,,,,,,,,,0
D14,0,1,1,1,1,0,2227.829582,2140.166163,2138.396825,1704.991423,1745.604951,2168.093876,2049.605691,2282.55006,2288.606525,,,,,,,,,,,,,,,,,,,,,,,,0
D15,1,1,1,1,1,0,528.431085,512.8592814,485.9603659,449.7073779,401.39923,482.9633648,566.8328879,562.4077671,554.1179121,,,,,,,,,,,,,,,,,,,,,,,,0
